Date,Open,High,Low,Close,Adj Close,Volume
2014-06-04,9.490000,9.490000,9.490000,9.490000,6.932353,0
2014-06-05,9.490000,9.490000,9.490000,9.490000,6.932353,0
2014-06-06,9.490000,9.490000,9.490000,9.490000,6.946260,0
2014-06-09,9.500000,9.500000,9.500000,9.500000,6.953582,0
2014-06-10,9.500000,9.500000,9.500000,9.500000,6.953582,0
2014-06-11,9.500000,9.500000,9.500000,9.500000,6.953582,0
2014-06-12,9.500000,9.500000,9.500000,9.500000,6.953582,0
2014-06-13,9.500000,9.500000,9.500000,9.500000,6.953582,0
2014-06-16,9.500000,9.500000,9.500000,9.500000,6.953582,0
2014-06-17,9.510000,9.510000,9.510000,9.510000,6.960900,0
2014-06-18,9.510000,9.510000,9.510000,9.510000,6.960900,0
2014-06-19,9.520000,9.520000,9.520000,9.520000,6.968221,0
2014-06-20,9.520000,9.520000,9.520000,9.520000,6.968221,0
2014-06-23,9.520000,9.520000,9.520000,9.520000,6.968221,0
2014-06-24,9.520000,9.520000,9.520000,9.520000,6.968221,0
2014-06-25,9.510000,9.510000,9.510000,9.510000,6.960900,0
2014-06-26,9.510000,9.510000,9.510000,9.510000,6.960900,0
2014-06-27,9.510000,9.510000,9.510000,9.510000,6.960900,0
2014-06-30,9.500000,9.500000,9.500000,9.500000,6.982216,0
2014-07-01,9.500000,9.500000,9.500000,9.500000,6.982216,0
2014-07-02,9.500000,9.500000,9.500000,9.500000,6.982216,0
2014-07-03,9.500000,9.500000,9.500000,9.500000,6.982216,0
2014-07-07,9.500000,9.500000,9.500000,9.500000,6.982216,0
2014-07-08,9.500000,9.500000,9.500000,9.500000,6.982216,0
2014-07-09,9.490000,9.490000,9.490000,9.490000,6.974865,0
2014-07-10,9.470000,9.470000,9.470000,9.470000,6.960165,0
2014-07-11,9.470000,9.470000,9.470000,9.470000,6.960165,0
2014-07-14,9.470000,9.470000,9.470000,9.470000,6.960165,0
2014-07-15,9.460000,9.460000,9.460000,9.460000,6.952817,0
2014-07-16,9.450000,9.450000,9.450000,9.450000,6.945466,0
2014-07-17,9.430000,9.430000,9.430000,9.430000,6.930768,0
2014-07-18,9.410000,9.410000,9.410000,9.410000,6.916067,0
2014-07-21,9.400000,9.400000,9.400000,9.400000,6.908720,0
2014-07-22,9.410000,9.410000,9.410000,9.410000,6.916067,0
2014-07-23,9.420000,9.420000,9.420000,9.420000,6.923418,0
2014-07-24,9.420000,9.420000,9.420000,9.420000,6.923418,0
2014-07-25,9.420000,9.420000,9.420000,9.420000,6.923418,0
2014-07-28,9.410000,9.410000,9.410000,9.410000,6.916067,0
2014-07-29,9.400000,9.400000,9.400000,9.400000,6.908720,0
2014-07-30,9.380000,9.380000,9.380000,9.380000,6.894018,0
2014-07-31,9.320000,9.320000,9.320000,9.320000,6.880728,0
2014-08-01,9.270000,9.270000,9.270000,9.270000,6.843818,0
2014-08-04,9.280000,9.280000,9.280000,9.280000,6.851197,0
2014-08-05,9.300000,9.300000,9.300000,9.300000,6.865967,0
2014-08-06,9.290000,9.290000,9.290000,9.290000,6.858582,0
2014-08-07,9.310000,9.310000,9.310000,9.310000,6.873350,0
2014-08-08,9.300000,9.300000,9.300000,9.300000,6.865967,0
2014-08-11,9.330000,9.330000,9.330000,9.330000,6.888115,0
2014-08-12,9.340000,9.340000,9.340000,9.340000,6.895494,0
2014-08-13,9.370000,9.370000,9.370000,9.370000,6.917646,0
2014-08-14,9.390000,9.390000,9.390000,9.390000,6.932410,0
2014-08-15,9.400000,9.400000,9.400000,9.400000,6.939792,0
2014-08-18,9.410000,9.410000,9.410000,9.410000,6.947174,0
2014-08-19,9.420000,9.420000,9.420000,9.420000,6.954559,0
2014-08-20,9.430000,9.430000,9.430000,9.430000,6.961941,0
2014-08-21,9.430000,9.430000,9.430000,9.430000,6.961941,0
2014-08-22,9.430000,9.430000,9.430000,9.430000,6.961941,0
2014-08-25,9.430000,9.430000,9.430000,9.430000,6.961941,0
2014-08-26,9.430000,9.430000,9.430000,9.430000,6.961941,0
2014-08-27,9.430000,9.430000,9.430000,9.430000,6.961941,0
2014-08-28,9.430000,9.430000,9.430000,9.430000,6.961941,0
2014-08-29,9.430000,9.430000,9.430000,9.430000,6.993088,0
2014-09-02,9.430000,9.430000,9.430000,9.430000,6.993088,0
2014-09-03,9.420000,9.420000,9.420000,9.420000,6.985672,0
2014-09-04,9.400000,9.400000,9.400000,9.400000,6.970838,0
2014-09-05,9.380000,9.380000,9.380000,9.380000,6.956006,0
2014-09-08,9.380000,9.380000,9.380000,9.380000,6.956006,0
2014-09-09,9.360000,9.360000,9.360000,9.360000,6.941176,0
2014-09-10,9.340000,9.340000,9.340000,9.340000,6.926344,0
2014-09-11,9.320000,9.320000,9.320000,9.320000,6.911514,0
2014-09-12,9.320000,9.320000,9.320000,9.320000,6.911514,0
2014-09-15,9.310000,9.310000,9.310000,9.310000,6.904101,0
2014-09-16,9.300000,9.300000,9.300000,9.300000,6.896679,0
2014-09-17,9.310000,9.310000,9.310000,9.310000,6.904101,0
2014-09-18,9.320000,9.320000,9.320000,9.320000,6.911514,0
2014-09-19,9.330000,9.330000,9.330000,9.330000,6.918928,0
2014-09-22,9.320000,9.320000,9.320000,9.320000,6.911514,0
2014-09-23,9.290000,9.290000,9.290000,9.290000,6.889266,0
2014-09-24,9.270000,9.270000,9.270000,9.270000,6.874436,0
2014-09-25,9.220000,9.220000,9.220000,9.220000,6.837355,0
2014-09-26,9.180000,9.180000,9.180000,9.180000,6.807692,0
2014-09-29,9.150000,9.150000,9.150000,9.150000,6.785445,0
2014-09-30,9.180000,9.180000,9.180000,9.180000,6.837583,0
2014-10-01,9.190000,9.190000,9.190000,9.190000,6.845032,0
2014-10-02,9.200000,9.200000,9.200000,9.200000,6.852480,0
2014-10-03,9.230000,9.230000,9.230000,9.230000,6.874824,0
2014-10-06,9.260000,9.260000,9.260000,9.260000,6.897171,0
2014-10-07,9.240000,9.240000,9.240000,9.240000,6.882273,0
2014-10-08,9.220000,9.220000,9.220000,9.220000,6.867377,0
2014-10-09,9.200000,9.200000,9.200000,9.200000,6.852480,0
2014-10-10,9.150000,9.150000,9.150000,9.150000,6.815238,0
2014-10-13,9.130000,9.130000,9.130000,9.130000,6.800342,0
2014-10-14,9.110000,9.110000,9.110000,9.110000,6.785444,0
2014-10-15,9.060000,9.060000,9.060000,9.060000,6.748203,0
2014-10-16,9.080000,9.080000,9.080000,9.080000,6.763099,0
2014-10-17,9.180000,9.180000,9.180000,9.180000,6.837583,0
2014-10-20,9.190000,9.190000,9.190000,9.190000,6.845032,0
2014-10-21,9.250000,9.250000,9.250000,9.250000,6.889722,0
2014-10-22,9.260000,9.260000,9.260000,9.260000,6.897171,0
2014-10-23,9.270000,9.270000,9.270000,9.270000,6.904621,0
2014-10-24,9.270000,9.270000,9.270000,9.270000,6.904621,0
2014-10-27,9.260000,9.260000,9.260000,9.260000,6.897171,0
2014-10-28,9.270000,9.270000,9.270000,9.270000,6.904621,0
2014-10-29,9.270000,9.270000,9.270000,9.270000,6.904621,0
2014-10-30,9.270000,9.270000,9.270000,9.270000,6.904621,0
2014-10-31,9.280000,9.280000,9.280000,9.280000,6.943525,0
2014-11-03,9.280000,9.280000,9.280000,9.280000,6.943525,0
2014-11-04,9.260000,9.260000,9.260000,9.260000,6.928560,0
2014-11-05,9.270000,9.270000,9.270000,9.270000,6.936042,0
2014-11-06,9.270000,9.270000,9.270000,9.270000,6.936042,0
2014-11-07,9.270000,9.270000,9.270000,9.270000,6.936042,0
2014-11-10,9.270000,9.270000,9.270000,9.270000,6.936042,0
2014-11-11,9.270000,9.270000,9.270000,9.270000,6.936042,0
2014-11-12,9.260000,9.260000,9.260000,9.260000,6.928560,0
2014-11-13,9.250000,9.250000,9.250000,9.250000,6.921076,0
2014-11-14,9.240000,9.240000,9.240000,9.240000,6.913596,0
2014-11-17,9.210000,9.210000,9.210000,9.210000,6.891151,0
2014-11-18,9.190000,9.190000,9.190000,9.190000,6.876185,0
2014-11-19,9.170000,9.170000,9.170000,9.170000,6.861219,0
2014-11-20,9.160000,9.160000,9.160000,9.160000,6.853737,0
2014-11-21,9.190000,9.190000,9.190000,9.190000,6.876185,0
2014-11-24,9.200000,9.200000,9.200000,9.200000,6.883669,0
2014-11-25,9.200000,9.200000,9.200000,9.200000,6.883669,0
2014-11-26,9.210000,9.210000,9.210000,9.210000,6.891151,0
2014-11-28,9.190000,9.190000,9.190000,9.190000,6.906179,0
2014-12-01,9.140000,9.140000,9.140000,9.140000,6.868608,0
2014-12-02,9.120000,9.120000,9.120000,9.120000,6.853576,0
2014-12-03,9.120000,9.120000,9.120000,9.120000,6.853576,0
2014-12-04,9.110000,9.110000,9.110000,9.110000,6.846061,0
2014-12-05,8.990000,8.990000,8.990000,8.990000,6.838454,0
2014-12-08,8.950000,8.950000,8.950000,8.950000,6.808025,0
2014-12-09,8.890000,8.890000,8.890000,8.890000,6.762387,0
2014-12-10,8.850000,8.850000,8.850000,8.850000,6.731960,0
2014-12-11,8.820000,8.820000,8.820000,8.820000,6.709137,0
2014-12-12,8.760000,8.760000,8.760000,8.760000,6.663498,0
2014-12-15,8.710000,8.710000,8.710000,8.710000,6.625466,0
2014-12-16,8.650000,8.650000,8.650000,8.650000,6.579825,0
2014-12-17,8.710000,8.710000,8.710000,8.710000,6.625466,0
2014-12-18,8.830000,8.830000,8.830000,8.830000,6.716745,0
2014-12-19,8.870000,8.870000,8.870000,8.870000,6.747173,0
2014-12-22,8.880000,8.880000,8.880000,8.880000,6.754780,0
2014-12-23,8.900000,8.900000,8.900000,8.900000,6.769993,0
2014-12-24,8.900000,8.900000,8.900000,8.900000,6.769993,0
2014-12-26,8.900000,8.900000,8.900000,8.900000,6.769993,0
2014-12-29,8.900000,8.900000,8.900000,8.900000,6.769993,0
2014-12-30,8.900000,8.900000,8.900000,8.900000,6.769993,0
2014-12-31,8.900000,8.900000,8.900000,8.900000,6.802093,0
2015-01-02,8.900000,8.900000,8.900000,8.900000,6.802093,0
2015-01-05,8.870000,8.870000,8.870000,8.870000,6.779165,0
2015-01-06,8.830000,8.830000,8.830000,8.830000,6.748591,0
2015-01-07,8.860000,8.860000,8.860000,8.860000,6.771523,0
2015-01-08,8.880000,8.880000,8.880000,8.880000,6.786809,0
2015-01-09,8.890000,8.890000,8.890000,8.890000,6.794451,0
2015-01-12,8.890000,8.890000,8.890000,8.890000,6.794451,0
2015-01-13,8.890000,8.890000,8.890000,8.890000,6.794451,0
2015-01-14,8.860000,8.860000,8.860000,8.860000,6.771523,0
2015-01-15,8.870000,8.870000,8.870000,8.870000,6.779165,0
2015-01-16,8.860000,8.860000,8.860000,8.860000,6.771523,0
2015-01-20,8.860000,8.860000,8.860000,8.860000,6.771523,0
2015-01-21,8.860000,8.860000,8.860000,8.860000,6.771523,0
2015-01-22,8.880000,8.880000,8.880000,8.880000,6.786809,0
2015-01-23,8.890000,8.890000,8.890000,8.890000,6.794451,0
2015-01-26,8.890000,8.890000,8.890000,8.890000,6.794451,0
2015-01-27,8.880000,8.880000,8.880000,8.880000,6.786809,0
2015-01-28,8.900000,8.900000,8.900000,8.900000,6.802093,0
2015-01-29,8.890000,8.890000,8.890000,8.890000,6.794451,0
2015-01-30,8.890000,8.890000,8.890000,8.890000,6.826704,0
2015-02-02,8.880000,8.880000,8.880000,8.880000,6.819024,0
2015-02-03,8.910000,8.910000,8.910000,8.910000,6.842058,0
2015-02-04,8.920000,8.920000,8.920000,8.920000,6.849741,0
2015-02-05,8.940000,8.940000,8.940000,8.940000,6.865099,0
2015-02-06,8.960000,8.960000,8.960000,8.960000,6.880458,0
2015-02-09,8.950000,8.950000,8.950000,8.950000,6.872777,0
2015-02-10,8.960000,8.960000,8.960000,8.960000,6.880458,0
2015-02-11,8.950000,8.950000,8.950000,8.950000,6.872777,0
2015-02-12,8.960000,8.960000,8.960000,8.960000,6.880458,0
2015-02-13,8.970000,8.970000,8.970000,8.970000,6.888135,0
2015-02-17,8.980000,8.980000,8.980000,8.980000,6.895813,0
2015-02-18,8.990000,8.990000,8.990000,8.990000,6.903493,0
2015-02-19,8.990000,8.990000,8.990000,8.990000,6.903493,0
2015-02-20,8.990000,8.990000,8.990000,8.990000,6.903493,0
2015-02-23,9.000000,9.000000,9.000000,9.000000,6.911172,0
2015-02-24,9.020000,9.020000,9.020000,9.020000,6.926528,0
2015-02-25,9.030000,9.030000,9.030000,9.030000,6.934210,0
2015-02-26,9.050000,9.050000,9.050000,9.050000,6.949568,0
2015-02-27,9.060000,9.060000,9.060000,9.060000,6.985809,0
2015-03-02,9.060000,9.060000,9.060000,9.060000,6.985809,0
2015-03-03,9.050000,9.050000,9.050000,9.050000,6.978097,0
2015-03-04,9.030000,9.030000,9.030000,9.030000,6.962676,0
2015-03-05,9.030000,9.030000,9.030000,9.030000,6.962676,0
2015-03-06,9.010000,9.010000,9.010000,9.010000,6.947254,0
2015-03-09,9.000000,9.000000,9.000000,9.000000,6.939543,0
2015-03-10,8.960000,8.960000,8.960000,8.960000,6.908703,0
2015-03-11,8.970000,8.970000,8.970000,8.970000,6.916411,0
2015-03-12,8.980000,8.980000,8.980000,8.980000,6.924122,0
2015-03-13,8.950000,8.950000,8.950000,8.950000,6.900990,0
2015-03-16,8.940000,8.940000,8.940000,8.940000,6.893279,0
2015-03-17,8.920000,8.920000,8.920000,8.920000,6.877860,0
2015-03-18,8.920000,8.920000,8.920000,8.920000,6.877860,0
2015-03-19,8.940000,8.940000,8.940000,8.940000,6.893279,0
2015-03-20,8.950000,8.950000,8.950000,8.950000,6.900990,0
2015-03-23,8.960000,8.960000,8.960000,8.960000,6.908703,0
2015-03-24,8.960000,8.960000,8.960000,8.960000,6.908703,0
2015-03-25,8.970000,8.970000,8.970000,8.970000,6.916411,0
2015-03-26,8.960000,8.960000,8.960000,8.960000,6.908703,0
2015-03-27,8.960000,8.960000,8.960000,8.960000,6.908703,0
2015-03-30,8.970000,8.970000,8.970000,8.970000,6.916411,0
2015-03-31,8.980000,8.980000,8.980000,8.980000,6.955916,0
2015-04-01,8.980000,8.980000,8.980000,8.980000,6.955916,0
2015-04-02,8.990000,8.990000,8.990000,8.990000,6.963663,0
2015-04-06,9.000000,9.000000,9.000000,9.000000,6.971409,0
2015-04-07,9.030000,9.030000,9.030000,9.030000,6.994647,0
2015-04-08,9.040000,9.040000,9.040000,9.040000,7.002393,0
2015-04-09,9.040000,9.040000,9.040000,9.040000,7.002393,0
2015-04-10,9.050000,9.050000,9.050000,9.050000,7.010139,0
2015-04-13,9.050000,9.050000,9.050000,9.050000,7.010139,0
2015-04-14,9.040000,9.040000,9.040000,9.040000,7.002393,0
2015-04-15,9.060000,9.060000,9.060000,9.060000,7.017886,0
2015-04-16,9.060000,9.060000,9.060000,9.060000,7.017886,0
2015-04-17,9.050000,9.050000,9.050000,9.050000,7.010139,0
2015-04-20,9.050000,9.050000,9.050000,9.050000,7.010139,0
2015-04-21,9.050000,9.050000,9.050000,9.050000,7.010139,0
2015-04-22,9.060000,9.060000,9.060000,9.060000,7.017886,0
2015-04-23,9.050000,9.050000,9.050000,9.050000,7.010139,0
2015-04-24,9.060000,9.060000,9.060000,9.060000,7.017886,0
2015-04-27,9.060000,9.060000,9.060000,9.060000,7.017886,0
2015-04-28,9.060000,9.060000,9.060000,9.060000,7.017886,0
2015-04-29,9.040000,9.040000,9.040000,9.040000,7.002393,0
2015-04-30,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-01,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-04,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-05,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-06,9.020000,9.020000,9.020000,9.020000,7.017955,0
2015-05-07,9.010000,9.010000,9.010000,9.010000,7.010174,0
2015-05-08,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-11,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-12,9.010000,9.010000,9.010000,9.010000,7.010174,0
2015-05-13,9.020000,9.020000,9.020000,9.020000,7.017955,0
2015-05-14,9.030000,9.030000,9.030000,9.030000,7.025733,0
2015-05-15,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-18,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-19,9.030000,9.030000,9.030000,9.030000,7.025733,0
2015-05-20,9.030000,9.030000,9.030000,9.030000,7.025733,0
2015-05-21,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-22,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-26,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-27,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-28,9.040000,9.040000,9.040000,9.040000,7.033512,0
2015-05-29,9.040000,9.040000,9.040000,9.040000,7.065557,0
2015-06-01,9.030000,9.030000,9.030000,9.030000,7.057744,0
2015-06-02,9.030000,9.030000,9.030000,9.030000,7.057744,0
2015-06-03,9.010000,9.010000,9.010000,9.010000,7.042110,0
2015-06-04,8.990000,8.990000,8.990000,8.990000,7.026482,0
2015-06-05,8.970000,8.970000,8.970000,8.970000,7.010848,0
2015-06-08,8.960000,8.960000,8.960000,8.960000,7.003031,0
2015-06-09,8.930000,8.930000,8.930000,8.930000,6.979584,0
2015-06-10,8.930000,8.930000,8.930000,8.930000,6.979584,0
2015-06-11,8.950000,8.950000,8.950000,8.950000,6.995217,0
2015-06-12,8.930000,8.930000,8.930000,8.930000,6.979584,0
2015-06-15,8.910000,8.910000,8.910000,8.910000,6.963953,0
2015-06-16,8.900000,8.900000,8.900000,8.900000,6.956136,0
2015-06-17,8.900000,8.900000,8.900000,8.900000,6.956136,0
2015-06-18,8.910000,8.910000,8.910000,8.910000,6.963953,0
2015-06-19,8.930000,8.930000,8.930000,8.930000,6.979584,0
2015-06-22,8.940000,8.940000,8.940000,8.940000,6.987401,0
2015-06-23,8.930000,8.930000,8.930000,8.930000,6.979584,0
2015-06-24,8.930000,8.930000,8.930000,8.930000,6.979584,0
2015-06-25,8.920000,8.920000,8.920000,8.920000,6.971770,0
2015-06-26,8.910000,8.910000,8.910000,8.910000,6.963953,0
2015-06-29,8.860000,8.860000,8.860000,8.860000,6.924874,0
2015-06-30,8.860000,8.860000,8.860000,8.860000,6.955490,0
2015-07-01,8.880000,8.880000,8.880000,8.880000,6.971191,0
2015-07-02,8.880000,8.880000,8.880000,8.880000,6.971191,0
2015-07-06,8.850000,8.850000,8.850000,8.850000,6.947639,0
2015-07-07,8.840000,8.840000,8.840000,8.840000,6.939787,0
2015-07-08,8.830000,8.830000,8.830000,8.830000,6.931937,0
2015-07-09,8.840000,8.840000,8.840000,8.840000,6.939787,0
2015-07-10,8.850000,8.850000,8.850000,8.850000,6.947639,0
2015-07-13,8.860000,8.860000,8.860000,8.860000,6.955490,0
2015-07-14,8.870000,8.870000,8.870000,8.870000,6.963340,0
2015-07-15,8.880000,8.880000,8.880000,8.880000,6.971191,0
2015-07-16,8.880000,8.880000,8.880000,8.880000,6.971191,0
2015-07-17,8.860000,8.860000,8.860000,8.860000,6.955490,0
2015-07-20,8.850000,8.850000,8.850000,8.850000,6.947639,0
2015-07-21,8.830000,8.830000,8.830000,8.830000,6.931937,0
2015-07-22,8.790000,8.790000,8.790000,8.790000,6.900539,0
2015-07-23,8.780000,8.780000,8.780000,8.780000,6.892687,0
2015-07-24,8.760000,8.760000,8.760000,8.760000,6.876986,0
2015-07-27,8.720000,8.720000,8.720000,8.720000,6.845583,0
2015-07-28,8.730000,8.730000,8.730000,8.730000,6.853433,0
2015-07-29,8.770000,8.770000,8.770000,8.770000,6.884836,0
2015-07-30,8.790000,8.790000,8.790000,8.790000,6.900539,0
2015-07-31,8.790000,8.790000,8.790000,8.790000,6.932877,0
2015-08-03,8.780000,8.780000,8.780000,8.780000,6.924988,0
2015-08-04,8.780000,8.780000,8.780000,8.780000,6.924988,0
2015-08-05,8.770000,8.770000,8.770000,8.770000,6.917100,0
2015-08-06,8.750000,8.750000,8.750000,8.750000,6.901329,0
2015-08-07,8.720000,8.720000,8.720000,8.720000,6.877664,0
2015-08-10,8.720000,8.720000,8.720000,8.720000,6.877664,0
2015-08-11,8.690000,8.690000,8.690000,8.690000,6.854001,0
2015-08-12,8.650000,8.650000,8.650000,8.650000,6.822453,0
2015-08-13,8.680000,8.680000,8.680000,8.680000,6.846115,0
2015-08-14,8.670000,8.670000,8.670000,8.670000,6.838229,0
2015-08-17,8.670000,8.670000,8.670000,8.670000,6.838229,0
2015-08-18,8.660000,8.660000,8.660000,8.660000,6.830342,0
